Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,Smiles#2,Tmelt#1,Tmelt#2,MW,HBD_total,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_NH0,fr_NH1,fr_amide,AROM,ALERTS,n_HM
2,1,zinc;dichloride,tetraethylazanium;chloride,0.666667,0.333333,364.15,No,10.1039/B106357J,[Cl-].[Cl-].[Zn+2],CC[N+](CC)(CC)CC.[Cl-],563.15,633.15,146.099990196,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,0.666667
2,1,dichlorotin,2-chloroethyl(trimethyl)azanium;chloride,0.666667,0.333333,343.15,No,10.1039/B106357J,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCCl.[Cl-],519.15,498.15,179.102010515,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.333333,0.666667
2,1,zinc;dichloride,2-chloroethyl(trimethyl)azanium;chloride,0.666667,0.333333,297.15,No,10.1039/B106357J,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCCl.[Cl-],563.15,498.15,143.554659408,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.333333,0.666667
2,1,dichlorotin,2-acetyloxyethyl(trimethyl)azanium;chloride,0.666667,0.333333,287.15,No,10.1039/B106357J,[Cl-].[Sn+2].[Cl-],CC(=O)OCC[N+](C)(C)C.[Cl-],519.15,423.65,186.96566931799998,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.333333,0.666667
2,1,zinc;dichloride,2-acetyloxyethyl(trimethyl)azanium;chloride,0.666667,0.333333,304.15,No,10.1039/B106357J,[Cl-].[Cl-].[Zn+2],CC(=O)OCC[N+](C)(C)C.[Cl-],563.15,423.65,151.41831821099998,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.333333,0.666667
2,1,zinc;dichloride,2-benzoyloxyethyl(trimethyl)azanium;chloride,0.666667,0.333333,320.15,No,10.1039/B106357J,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCOC(=O)c1ccccc1.[Cl-],563.15,479.65,172.108630854,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,1.333333,0.666667
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.666667,0.333333,317.15,No,10.1039/B106357J,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,172.95334999699998,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,0.666667
2,1,zinc;dichloride,ethyl(trimethyl)azanium;chloride,0.666667,0.333333,327.15,No,10.1039/B106357J,[Cl-].[Cl-].[Zn+2],CC[N+](C)(C)C.[Cl-],563.15,567.15,132.073004223,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,0.666667
2,1,zinc;dichloride,1-butyl-3-methylimidazol-3-ium;chloride,0.5,0.5,223.05,No,10.1016/j.molliq.2021.117021,[Cl-].[Cl-].[Zn+2],CCCCn1cc[n+](C)c1.[Cl-],563.15,341.95,155.4855,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5
2,1,dichlorotin,2-acetyloxyethyl(trimethyl)azanium;chloride,0.6667,0.3333,293.15,No,10.1016/j.molliq.2021.117021,[Cl-].[Sn+2].[Cl-],CC(=O)OCC[N+](C)(C)C.[Cl-],519.15,423.65,186.9659318,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.3333,0.6667
2,1,dibromozinc,2-acetyloxyethyl(trimethyl)azanium;chloride,0.6667,0.3333,321.15,No,10.1016/j.molliq.2021.117021,[Br-].[Zn+2].[Br-],CC(=O)OCC[N+](C)(C)C.[Cl-],667.15,423.65,210.68778450000002,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.3333,0.6667
2,1,trichloroiron,butyl(triphenyl)phosphanium;bromide,0.6,0.4,325.67,No,10.1021/ie500466g,[Cl-].[Fe+3].[Cl-].[Cl-],CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],577.15,508.15,257.04720000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,1.0,0.6
2,1,trichloroiron,butyl(triphenyl)phosphanium;bromide,0.5,0.5,330.16,No,10.1021/ie500466g,[Cl-].[Fe+3].[Cl-].[Cl-],CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],577.15,508.15,280.75800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.8036,0.1964,376.5682,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,157.7696808,0.1964,0.0,0.0,0.0,0.0,0.1964,0.0,0.0,0.0,1.0,0.8036
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.7553,0.2447,359.1136,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,156.6791634,0.2447,0.0,0.0,0.0,0.0,0.2447,0.0,0.0,0.0,1.0,0.7553
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.7147,0.2853,344.9318,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,155.7624966,0.2853,0.0,0.0,0.0,0.0,0.2853,0.0,0.0,0.0,1.0,0.7147
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.6716,0.3284,338.3864,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,154.7893848,0.3284,0.0,0.0,0.0,0.0,0.3284,0.0,0.0,0.0,1.0,0.6716
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.6667,0.3333,338.15,No,10.1016/j.gee.2019.03.002,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,154.6787526,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.6667
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.6056,0.3944,362.3864,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,153.2992368,0.3944,0.0,0.0,0.0,0.0,0.3944,0.0,0.0,0.0,1.0,0.6056
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.4102,0.5898,364.5682,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,148.8874956,0.5898,0.0,0.0,0.0,0.0,0.5898,0.0,0.0,0.0,1.0,0.4102
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.3442,0.6558,334.0227,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,147.3973476,0.6558,0.0,0.0,0.0,0.0,0.6558,0.0,0.0,0.0,1.0,0.3442
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.2985,0.7015,332.9318,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,146.36553299999997,0.7015,0.0,0.0,0.0,0.0,0.7015,0.0,0.0,0.0,1.0,0.2985
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.2655,0.7345,336.2045,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,145.62045899999998,0.7345,0.0,0.0,0.0,0.0,0.7345,0.0,0.0,0.0,1.0,0.2655
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.2122,0.7878,332.9318,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,144.41705159999998,0.7878,0.0,0.0,0.0,0.0,0.7878,0.0,0.0,0.0,1.0,0.2122
2,1,trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,0.1792,0.8208,342.75,Yes,10.1021/ic049931s,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],577.15,578.15,143.6719776,0.8208,0.0,0.0,0.0,0.0,0.8208,0.0,0.0,0.0,1.0,0.1792
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.801,0.199,411.4773,Yes,10.1021/ic049931s,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,179.668791,0.199,0.0,0.0,0.0,0.0,0.199,0.0,0.0,0.0,1.0,0.801
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.7807,0.2193,370.0227,Yes,10.1021/ic049931s,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,178.6539737,0.2193,0.0,0.0,0.0,0.0,0.2193,0.0,0.0,0.0,1.0,0.7807
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.7553,0.2447,349.2955,Yes,10.1021/ic049931s,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,177.38420229999997,0.2447,0.0,0.0,0.0,0.0,0.2447,0.0,0.0,0.0,1.0,0.7553
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.7173,0.2827,287.1136,Yes,10.1021/ic049931s,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,175.4845443,0.2827,0.0,0.0,0.0,0.0,0.2827,0.0,0.0,0.0,1.0,0.7173
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.6716,0.3284,317.6591,Yes,10.1021/ic049931s,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,173.19995559999998,0.3284,0.0,0.0,0.0,0.0,0.3284,0.0,0.0,0.0,1.0,0.6716
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.6081,0.3919,397.2955,Yes,10.1021/ic049931s,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,170.02552709999998,0.3919,0.0,0.0,0.0,0.0,0.3919,0.0,0.0,0.0,1.0,0.6081
2,1,dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,0.5091,0.4909,448.5682,Yes,10.1021/ic049931s,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],519.15,578.15,165.07641809999998,0.4909,0.0,0.0,0.0,0.0,0.4909,0.0,0.0,0.0,1.0,0.5091
2,1,dibromozinc,2-hydroxyethyl(trimethyl)azanium;chloride,0.6667,0.3333,311.15,No,10.1016/j.gee.2019.03.002,[Br-].[Zn+2].[Br-],C[N+](C)(C)CCO.[Cl-],667.15,578.15,196.6768524,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.6667
2,1,zinc;dichloride,2-hydroxyethyl(trimethyl)azanium;chloride,0.7553,0.2447,317.6591,Yes,10.1021/ic049931s,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCO.[Cl-],563.15,578.15,137.110851,0.2447,0.0,0.0,0.0,0.0,0.2447,0.0,0.0,0.0,1.0,0.7553
2,1,zinc;dichloride,2-hydroxyethyl(trimethyl)azanium;chloride,0.6716,0.3284,298.0227,Yes,10.1021/ic049931s,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCO.[Cl-],563.15,578.15,137.389572,0.3284,0.0,0.0,0.0,0.0,0.3284,0.0,0.0,0.0,1.0,0.6716
2,1,zinc;dichloride,2-hydroxyethyl(trimethyl)azanium;chloride,0.6667,0.3333,297.15,No,10.1016/j.gee.2019.03.002,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCO.[Cl-],563.15,578.15,137.40588899999997,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.6667
2,1,zinc;dichloride,2-hydroxyethyl(trimethyl)azanium;chloride,0.6056,0.3944,335.1136,Yes,10.1021/ic049931s,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCO.[Cl-],563.15,578.15,137.60935199999997,0.3944,0.0,0.0,0.0,0.0,0.3944,0.0,0.0,0.0,1.0,0.6056
2,1,zinc;dichloride,2-hydroxyethyl(trimethyl)azanium;chloride,0.5091,0.4909,337.2955,Yes,10.1021/ic049931s,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCO.[Cl-],563.15,578.15,137.93069699999998,0.4909,0.0,0.0,0.0,0.0,0.4909,0.0,0.0,0.0,1.0,0.5091
2,1,zinc;dichloride,ethyl(triphenyl)phosphanium;bromide,0.833333,0.166667,345.29,No,10.1016/j.molliq.2015.01.025,[Cl-].[Cl-].[Zn+2],CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],563.15,478.65,175.456411654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500001,1.0,0.833333
2,1,zinc;dichloride,ethyl(triphenyl)phosphanium;bromide,0.8,0.2,340.27,No,10.1016/j.molliq.2015.01.025,[Cl-].[Cl-].[Zn+2],CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],563.15,478.65,183.2884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.0,0.8
2,1,zinc;dichloride,ethyl(triphenyl)phosphanium;bromide,0.75,0.25,338.98,No,10.1016/j.molliq.2015.01.025,[Cl-].[Cl-].[Zn+2],CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],563.15,478.65,195.0365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.75
2,1,zinc;dichloride,ethyl(triphenyl)phosphanium;bromide,0.666667,0.333333,341.5,No,10.1016/j.molliq.2015.01.025,[Cl-].[Cl-].[Zn+2],CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],563.15,478.65,214.616588346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,1.0,0.666667
2,1,trichloroiron,2-hydroxyethyl-dimethyl-phenylazanium;chloride,0.6667,0.3333,294.15,No,10.1016/j.molliq.2021.117021,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(CCO)c1ccccc1.[Cl-],577.15,326.7615825972752,175.3670169,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,1.0,0.6667
2,1,dichlorotin,2-hydroxyethyl-dimethyl-phenylazanium;chloride,0.6667,0.3333,290.15,No,10.1016/j.molliq.2021.117021,[Cl-].[Sn+2].[Cl-],C[N+](C)(CCO)c1ccccc1.[Cl-],519.15,326.7615825972752,193.643264,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,1.0,0.6667
2,1,trichloroiron,tetrabutylphosphanium;bromide,0.4,0.6,314.5,No,10.1021/ie500466g,[Cl-].[Fe+3].[Cl-].[Cl-],CCCC[P+](CCCC)(CCCC)CCCC.[Br-],577.15,373.15,268.48679999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
2,1,trichloroiron,tetrabutylphosphanium;bromide,0.333333,0.666667,314.12,No,10.1021/ie500466g,[Cl-].[Fe+3].[Cl-].[Cl-],CCCC[P+](CCCC)(CCCC)CCCC.[Br-],577.15,373.15,280.296059046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333
2,2,calcium;dichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.91,0.09,297.25,No,10.1016/j.solmat.2016.06.004,O.O.O.O.O.O.[Ca+2].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],303.15,578.15,211.92368000000002,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1.0,0.91
2,2,calcium;dichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.89,0.11,296.2,No,10.1016/j.solmat.2016.06.004,O.O.O.O.O.O.[Ca+2].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],303.15,578.15,210.33472,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.0,0.89
2,2,calcium;dichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.86,0.14,293.8,No,10.1016/j.solmat.2016.06.004,O.O.O.O.O.O.[Ca+2].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],303.15,578.15,207.95128,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0,0.86
2,2,calcium;dichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.8,0.2,289.95,No,10.1016/j.solmat.2016.06.004,O.O.O.O.O.O.[Ca+2].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],303.15,578.15,203.1844,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.8
2,2,calcium;dichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.66,0.34,275.85,No,10.1016/j.solmat.2016.06.004,O.O.O.O.O.O.[Ca+2].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],303.15,578.15,192.06168,0.34,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.0,0.66
2,2,chromium(3+);trichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.75,0.25,322.333,Yes,10.1016/j.gee.2019.03.002,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],C[N+](C)(C)CCO.[Cl-],362.15,578.15,234.74025,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.75
2,2,chromium(3+);trichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.714,0.286,294.333,Yes,10.1016/j.gee.2019.03.002,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],C[N+](C)(C)CCO.[Cl-],362.15,578.15,230.17476599999998,0.286,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.286,0.714
2,2,chromium(3+);trichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.6667,0.3333,282.15,Yes,10.1016/j.gee.2019.03.002,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],C[N+](C)(C)CCO.[Cl-],362.15,578.15,224.1762273,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.6667
2,2,chromium(3+);trichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.602,0.398,290.833,Yes,10.1016/j.gee.2019.03.002,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],C[N+](C)(C)CCO.[Cl-],362.15,578.15,215.971038,0.398,0.0,0.0,0.0,0.0,0.398,0.0,0.0,0.0,0.398,0.602
2,2,chromium(3+);trichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.496,0.504,300.167,Yes,10.1016/j.gee.2019.03.002,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],C[N+](C)(C)CCO.[Cl-],362.15,578.15,202.528224,0.504,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0,0.504,0.496
2,2,magnesium;dichloride;hexahydrate,2-hydroxyethyl(trimethyl)azanium;chloride,0.5,0.5,289.15,No,10.1016/j.gee.2019.03.002,O.O.O.O.O.O.[Cl-].[Cl-].[Mg+2],C[N+](C)(C)CCO.[Cl-],389.85,578.15,171.46349999999998,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5
2,3,ethanamine;hydrochloride,trifluoromethylurea,0.4,0.6,293.15,No,10.1016/j.molliq.2021.117021,[Cl-].CC[NH3+],NC(=O)NC(F)(F)F,380.65,302.96,109.4502,1.6,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.0,0.6,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,methylurea,0.3333,0.6667,302.15,No,10.1016/j.molliq.2021.117021,C[N+](C)(C)CCO.[Cl-],CNC(N)=O,578.15,373.8,95.92848189999998,1.6666999999999998,0.0,0.0,0.0,0.0,0.3333,0.6667,1.3334,0.0,0.3333,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,methylurea,0.333333,0.666667,302.15,No,10.1016/j.cplett.2015.06.017,C[N+](C)(C)CCO.[Cl-],CNC(N)=O,578.15,373.8,95.93064481899998,1.666667,0.0,0.0,0.0,0.0,0.333333,0.666667,1.333334,0.0,0.333333,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.34,0.66,261.71,No,10.1016/j.fluid.2013.06.050,C[N+](C)(C)CCO.[Cl-],OCCCCO,578.15,293.58,106.95336,1.6600000000000001,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.0,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.28,0.72,249.07,No,10.1016/j.fluid.2013.06.050,C[N+](C)(C)CCO.[Cl-],OCCCCO,578.15,293.58,103.98311999999999,1.72,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.0,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,241.15,No,10.1016/j.fluid.2013.06.050,C[N+](C)(C)CCO.[Cl-],OCCCCO,578.15,293.58,102.49799999999999,1.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"1,1-dimethylurea",0.3333,0.6667,422.15,No,10.1016/j.molliq.2021.117021,C[N+](C)(C)CCO.[Cl-],CN(C)C(N)=O,578.15,454.2,105.28028279999998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3334,0.0,0.3333,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"1,1-dimethylurea",0.38,0.62,392.15,No,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],CN(C)C(N)=O,578.15,454.2,107.68607999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.24,0.0,0.38,0.0
2,3,tetraethylazanium;bromide,"1,3-dimethylurea",0.333333,0.666667,296.15,No,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Br-],CNC(=O)NC,633.0,379.4,128.792959317,1.333334,0.0,0.0,0.0,0.0,0.333333,1.333334,1.333334,0.0,0.333333,0.0
2,3,benzyl(triphenyl)phosphanium;chloride,"2,2,2-trifluoroacetamide",0.75,0.25,372.87,No,10.1021/je100104v,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC(=O)C(F)(F)F,603.15,348.0,319.91800000000006,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.75,0.0
2,3,benzyl(triphenyl)phosphanium;chloride,"2,2,2-trifluoroacetamide",0.666667,0.333333,374.69,No,10.1021/je100104v,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC(=O)C(F)(F)F,603.15,348.0,296.93142528000004,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,2.666668,0.666667,0.0
2,3,benzyl(triphenyl)phosphanium;chloride,"2,2,2-trifluoroacetamide",0.5,0.5,387.58,No,10.1021/je100104v,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC(=O)C(F)(F)F,603.15,348.0,250.95800000000006,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.5,0.0
2,3,benzyl(triphenyl)phosphanium;chloride,"2,2,2-trifluoroacetamide",0.333333,0.666667,406.92,No,10.1021/je100104v,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC(=O)C(F)(F)F,603.15,348.0,204.98457472,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,1.333332,0.333333,0.0
2,3,benzyl(triphenyl)phosphanium;chloride,"2,2,2-trifluoroacetamide",0.166667,0.833333,403.05,No,10.1021/je100104v,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC(=O)C(F)(F)F,603.15,348.0,159.01142528000003,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.666668,0.166667,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.4,0.6,294.0,No,10.3923/jas.2010.3349.3354,C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,578.15,348.0,123.6732,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.4,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.36,0.64,270.0,No,10.3923/jas.2010.3349.3354,C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,578.15,348.0,122.60967999999998,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.64,0.0,0.36,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.333,0.667,243.14,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,578.15,348.0,121.89180400000001,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.667,0.0,0.333,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.33,0.67,243.0,No,10.3923/jas.2010.3349.3354,C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,578.15,348.0,121.81204,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.0,0.33,0.0
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,2,2-trifluoroacetamide",0.29,0.71,229.0,No,10.3923/jas.2010.3349.3354,C[N+](C)(C)CCO.[Cl-],NC(=O)C(F)(F)F,578.15,348.0,120.74851999999998,1.0,0.0,0.0,0.0,0.0,0.29,0.0,0.71,0.0,0.29,0.0
2,3,ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",0.67,0.33,300.0,Yes,10.1002/cphc.200500489,[Cl-].CC[NH3+],NC(=O)C(F)(F)F,380.65,348.0,91.93836000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
2,3,ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",0.5,0.5,298.7,Yes,10.1002/cphc.200500489,[Cl-].CC[NH3+],NC(=O)C(F)(F)F,380.65,348.0,97.292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2,3,ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",0.4,0.6,294.0,Yes,10.1002/cphc.200500489,[Cl-].CC[NH3+],NC(=O)C(F)(F)F,380.65,348.0,100.44120000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
